count,generation_bin,group,level,p_above_threshold,p_argmax,p_argmax_given_above,ratio_iqr,ratio_max,ratio_mean,ratio_median,ratio_min,ratio_p90,ratio_p95,ratio_q1,ratio_q3,raw_max,raw_mean,raw_median,raw_min,raw_p90,raw_p95,raw_q1,raw_q3,severity,suite
257010,all,D03 Type-I,suite,0.7382397572078907,0.19254503715808724,0.23909136427122038,0.55931895756775,2.7102302663312483,1.2644655703046943,1.2161183588580071,0.09999999999999999,1.895055427664123,2.025982905982906,0.9860715416270971,1.545390499194847,0.5420460532662497,0.2528931140609389,0.24322367177160142,0.02,0.3790110855328246,0.40519658119658125,0.19721430832541942,0.30907809983896944,demand,D03 Type-I
257010,all,D03 Type-I,suite,0.18492665655032878,0.05428582545426248,0.2845059754250126,0.6906324850973271,3.189461883408012,0.42365911344117557,0.0429184549356217,0.0,1.4826233183856226,1.7083946980852518,0.010040160642570056,0.7006726457398972,0.6378923766816025,0.08473182268823512,0.00858369098712434,0.0,0.29652466367712454,0.34167893961705037,0.0020080321285140114,0.14013452914797944,compressible,D03 Type-I
135,Generation 1,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resource,D03 Type-I
135,Generation 1,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.0,0.0,0.0,0.045074309222077974,0.08491508491507643,0.025808184401410188,0.010141987829613574,0.0,0.07504504504503753,0.07928642220019035,0.005076142131979179,0.05015045135405715,0.016983016983015287,0.005161636880282038,0.002028397565922715,0.0,0.015009009009007507,0.01585728444003807,0.001015228426395836,0.01003009027081143,kv,D03 Type-I
135,Generation 1,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.7111111111111111,0.08888888888888889,0.125,1.0777410086706687,2.761806981519507,1.418160985629506,1.568877551020408,0.16176470588235295,2.4235294117647057,2.5458476164831856,0.8286516853932583,1.9063926940639269,0.5523613963039015,0.28363219712590126,0.3137755102040816,0.03235294117647059,0.48470588235294115,0.5091695232966372,0.16573033707865167,0.3812785388127854,region,D03 Type-I
135,Generation 1,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tou,D03 Type-I
135,Generation 1,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,1.0,0.0,0.0,0.23614588815413184,2.0986990950226243,1.4146037483977336,1.3567608556832693,1.0306721220983155,1.7923257773429004,1.8554640365033763,1.2657172339842357,1.5018631221383676,0.4197398190045249,0.2829207496795467,0.2713521711366539,0.20613442441966312,0.3584651554685801,0.3710928073006753,0.2531434467968472,0.30037262442767354,demand,D03 Type-I
135,Generation 1,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,1.0,0.9111111111111111,0.9111111111111111,0.18038617886176977,2.614329268292417,2.39903267088202,2.388211382113578,2.0655487804875947,2.5589430894306338,2.601626016259898,2.317073170731472,2.4974593495932416,0.5228658536584834,0.47980653417640406,0.4776422764227157,0.413109756097519,0.5117886178861268,0.5203252032519796,0.46341463414629436,0.49949186991864836,compressible,D03 Type-I
4835,Generation 1,D03 Type-I,suite,0.2359875904860393,0.1408479834539814,0.5968448729184925,0.9263521288837567,5.0,0.8315989048025546,0.0,0.0,5.0,5.0,0.0,0.9263521288837567,1.0,0.16631978096051092,0.0,0.0,1.0,1.0,0.0,0.18527042577675135,resource,D03 Type-I
4835,Generation 1,D03 Type-I,suite,0.10093071354705274,0.06204756980351603,0.6147540983606558,0.0359747609878889,3.9235412474848217,0.30185548537456736,0.01558603491271788,0.0,1.0288863399648487,2.712897809051526,0.005076142131979179,0.041050903119868073,0.7847082494969644,0.06037109707491348,0.0031172069825435764,0.0,0.20577726799296975,0.5425795618103052,0.001015228426395836,0.008210180623973615,kv,D03 Type-I
4835,Generation 1,D03 Type-I,suite,0.6728024819027921,0.19627714581178904,0.2917307101137412,1.1083111906962415,5.0,1.4749110260793303,1.3724259166248112,0.006807351940094915,2.604373757455268,3.1325883028620676,0.8317929759704251,1.9401041666666665,1.0,0.29498220521586604,0.27448518332496225,0.001361470388018983,0.5208747514910537,0.6265176605724135,0.16635859519408502,0.3880208333333333,region,D03 Type-I
4835,Generation 1,D03 Type-I,suite,0.11789038262668046,0.10486039296794208,0.8894736842105263,0.0,2.42986798679868,0.2727904794387568,0.0,0.0,2.260637013285939,2.3210902289238167,0.0,0.0,0.485973597359736,0.054558095887751366,0.0,0.0,0.4521274026571878,0.46421804578476333,0.0,0.0,tou,D03 Type-I
