count,generation,mean,median,p_above_threshold,p_argmax,severity,suite
5335,40,0.42174677282749307,0.0,0.18556701030927836,0.14620431115276475,tou,D03 Type-I
5335,40,1.2391511994338682,1.1994516921913405,0.7053420805998125,0.2076850984067479,demand,D03 Type-I
5335,40,0.29399113734206894,0.03433476394849736,0.11808809746954077,0.021743205248359886,compressible,D03 Type-I
5560,41,0.7513216287982943,0.02145922746781085,0.18075539568345322,0.12661870503597122,resource,D03 Type-I
5560,41,0.04573119465723758,0.010351966873705766,0.012589928057553957,0.008273381294964029,kv,D03 Type-I
5560,41,2.3067551488220905,1.6226415094339623,0.7553956834532374,0.5026978417266187,region,D03 Type-I
5560,41,0.438565729113644,0.0,0.19244604316546762,0.15017985611510792,tou,D03 Type-I
5560,41,1.2375194536079768,1.2079607818304625,0.6911870503597123,0.18974820143884893,demand,D03 Type-I
5560,41,0.28543847549740137,0.03433476394849736,0.10755395683453238,0.022482014388489208,compressible,D03 Type-I
5425,42,0.7425128599099421,0.01785714285714259,0.18046082949308756,0.12313364055299539,resource,D03 Type-I
5425,42,0.03925465087498362,0.010729613733905484,0.009585253456221198,0.007373271889400922,kv,D03 Type-I
5425,42,2.352379781359456,1.836283185840708,0.7625806451612903,0.5268202764976958,region,D03 Type-I
5425,42,0.4258367659597675,0.0,0.1870967741935484,0.1393548387096774,tou,D03 Type-I
5425,42,1.2413633100309365,1.2048941798941797,0.7142857142857143,0.18820276497695854,demand,D03 Type-I
5425,42,0.292276462736876,0.03348214285714236,0.12055299539170507,0.01511520737327189,compressible,D03 Type-I
5330,43,0.6769296782556555,0.011160714285714118,0.16097560975609757,0.11782363977485928,resource,D03 Type-I
5330,43,0.040002078271353034,0.010330578512396457,0.009380863039399626,0.005065666041275798,kv,D03 Type-I
5330,43,2.3012256924158048,1.8445721106315256,0.7470919324577862,0.522701688555347,region,D03 Type-I
5330,43,0.4163750178640528,0.0,0.18292682926829268,0.14821763602251406,tou,D03 Type-I
5330,43,1.2284280738022264,1.1916666666666664,0.700375234521576,0.18649155722326455,demand,D03 Type-I
5330,43,0.3263736808826549,0.03467406380027659,0.13583489681050656,0.019699812382739212,compressible,D03 Type-I
5665,44,0.7334834046588797,0.02145922746781085,0.17811120917917034,0.12391879964695499,resource,D03 Type-I
5665,44,0.042949668662588245,0.010729613733905484,0.007237422771403354,0.00353045013239188,kv,D03 Type-I
5665,44,2.3379644333200464,1.836283185840708,0.7511032656663724,0.5105030891438659,region,D03 Type-I
5665,44,0.41076820816436893,0.0,0.18093556928508384,0.13945278022947927,tou,D03 Type-I
5665,44,1.2343755442224407,1.2102564102564102,0.6990291262135923,0.2058252427184466,demand,D03 Type-I
5665,44,0.28090148904016266,0.03218884120171627,0.11138570167696381,0.01676963812886143,compressible,D03 Type-I
5195,45,0.7761950679487458,0.013869625520110635,0.18787295476419635,0.13282001924927817,resource,D03 Type-I
5195,45,0.051659414652347614,0.010366275051831136,0.017324350336862367,0.008854667949951878,kv,D03 Type-I
5195,45,2.387331218164754,1.875,0.7795957651588066,0.519730510105871,region,D03 Type-I
5195,45,0.3740099613984377,0.0,0.1645813282001925,0.12820019249278153,tou,D03 Type-I
5195,45,1.2266945009030514,1.2134920634920632,0.6925890279114533,0.1859480269489894,demand,D03 Type-I
5195,45,0.3085860077667803,0.03467406380027659,0.1205004812319538,0.02444658325312801,compressible,D03 Type-I
5590,46,0.8306057791983515,0.02008928571428541,0.19946332737030412,0.14275491949910554,resource,D03 Type-I
5590,46,0.03668060342969179,0.010330578512396457,0.008944543828264758,0.005724508050089445,kv,D03 Type-I
